fecha;precio_m2;provincia;comunidad;Periodo;trimestre
01/02/2024;1253,00;Guadalajara;Castilla la Mancha;2024;T1
01/02/2024;1275,00;Segovia;Castilla y Leon;2024;T1
01/02/2024;1325,00;Salamanca;Castilla y Leon;2024;T1
01/02/2024;1347,00;Lleida;Cataluña;2024;T1
01/02/2024;1365,00;A Coruña;Galicia;2024;T1
01/02/2024;1369,00;Gijón;Asturias;2024;T1
01/02/2024;1373,00;Valladolid;Castilla y Leon;2024;T1
01/02/2024;1401,00;Huelva;Andalucia;2024;T1
01/02/2024;1408,00;Granada;Andalucia;2024;T1
01/02/2024;1418,00;Valencia;Comunitat Valenciana;2024;T1
01/02/2024;1456,00;Zaragoza;Aragon;2024;T1
01/02/2024;1535,00;Huesca;Aragon;2024;T1
01/02/2024;1555,00;Sevilla;Andalucia;2024;T1
01/02/2024;1593,00;Cantabria;Cantabria;2024;T1
01/02/2024;1623,00;Pontevedra;Galicia;2024;T1
01/02/2024;1688,00;Pamplona;Navarra;2024;T1
01/02/2024;1816,00;Cádiz;Andalucia;2024;T1
01/02/2024;1949,00;Melilla;Melilla;2024;T1
01/02/2024;2233,00;Ceuta;Ceuta;2024;T1
01/02/2024;2274,00;Gerona;Cataluña;2024;T1
01/02/2024;2286,00;Vitoria-Gasteiz;Euskadi;2024;T1
01/02/2024;2359,00;Las Palmas;Canarias;2024;T1
01/02/2024;2614,00;Santa Cruz de Tenerife;Canarias;2024;T1
01/02/2024;2644,00;Barcelona;Cataluña;2024;T1
01/02/2024;2768,00;Bilbao;Euskadi;2024;T1
01/02/2024;3113,00;Malaga;Andalucia;2024;T1
01/02/2024;3523,00;Guipuzcoa;Euskadi;2024;T1
01/02/2024;4191,00;Palma de Mallorca;Baleares;2024;T1
01/01/2024;1370,00;Gijón;Asturias;2024;T1
01/01/2024;1620,00;Pontevedra;Galicia;2024;T1
01/01/2024;2650,00;Barcelona;Cataluña;2024;T1
01/01/2024;746,00;Ciudad Real;Castilla la Mancha;2024;T1
01/01/2024;831,00;Jaén;Andalucia;2024;T1
01/01/2024;840,00;Cuenca;Castilla la Mancha;2024;T1
01/01/2024;858,00;Toledo;Castilla la Mancha;2024;T1
01/01/2024;893,00;Ávila;Castilla y Leon;2024;T1
01/01/2024;917,00;Teruel;Aragon;2024;T1
01/01/2024;921,00;Zamora;Castilla y Leon;2024;T1
01/01/2024;940,00;Cáceres;Extremadura;2024;T1
01/01/2024;990,00;Badajoz;Extremadura;2024;T1
01/01/2024;992,00;León;Castilla y León;2024;T1
01/01/2024;1014,00;Lugo;Galicia;2024;T1
01/01/2024;1117,00;Palencia;Castilla y Leon;2024;T1
01/01/2024;1117,00;Soria;Castilla y Leon;2024;T1
01/01/2024;1124,00;Albacete;Castilla la Mancha;2024;T1
01/01/2024;1141,00;Ourense;Galicia;2024;T1
01/01/2024;1192,00;Murcia;Murcia;2024;T1
01/01/2024;1203,00;Almeria;Andalucia;2024;T1
01/01/2024;1221,00;Castellón;Comunitat Valenciana;2024;T1
01/01/2024;1226,00;Burgos;Castilla y Leon;2024;T1
01/01/2024;1238,00;Guadalajara;Castilla la Mancha;2024;T1
01/01/2024;1245,00;Córdoba;Andalucia;2024;T1
01/01/2024;1259,00;Segovia;Castilla y Leon;2024;T1
01/01/2024;1305,00;Lleida;Cataluña;2024;T1
01/01/2024;1335,00;Salamanca;Castilla y Leon;2024;T1
01/01/2024;1356,00;A Coruña;Galicia;2024;T1
01/01/2024;1373,00;Valladolid;Castilla y Leon;2024;T1
01/01/2024;1399,00;Huelva;Andalucia;2024;T1
01/01/2024;1411,00;Granada;Andalucia;2024;T1
01/01/2024;1411,00;Valencia;Comunitat Valenciana;2024;T1
01/01/2024;1451,00;Zaragoza;Aragon;2024;T1
01/01/2024;1485,00;Huesca;Aragon;2024;T1
01/01/2024;1527,00;Tarragona;Cataluña;2024;T1
01/01/2024;1556,00;Sevilla;Andalucia;2024;T1
01/01/2024;1583,00;Cantabria;Cantabria;2024;T1
01/01/2024;1697,00;Pamplona;Navarra;2024;T1
01/01/2024;1806,00;Cádiz;Andalucia;2024;T1
01/01/2024;1939,00;Melilla;Melilla;2024;T1
01/01/2024;2077,00;Alicante;Comunitat Valenciana;2024;T1
01/01/2024;2228,00;Ceuta;Ceuta;2024;T1
01/01/2024;2276,00;Vitoria-Gasteiz;Euskadi;2024;T1
01/01/2024;2278,00;Gerona;Cataluña;2024;T1
01/01/2024;2321,00;Las Palmas;Canarias;2024;T1
01/01/2024;2576,00;Santa Cruz de Tenerife;Canarias;2024;T1
01/01/2024;2756,00;Bilbao;Euskadi;2024;T1
01/01/2024;3099,00;Malaga;Andalucia;2024;T1
01/01/2024;3502,00;Guipuzcoa;Euskadi;2024;T1
01/01/2024;4148,00;Palma de Mallorca;Baleares;2024;T1
01/01/2024;4541,00;Madrid;Madrid;2024;T1
01/12/2023;1280,00;Lleida;Cataluña;2023;T4
01/12/2023;745,00;Ciudad Real;Castilla la Mancha;2023;T4
01/12/2023;830,00;Jaén;Andalucia;2023;T4
01/12/2023;852,00;Cuenca;Castilla la Mancha;2023;T4
01/12/2023;856,00;Toledo;Castilla la Mancha;2023;T4
01/12/2023;887,00;Ávila;Castilla y Leon;2023;T4
01/12/2023;912,00;Teruel;Aragon;2023;T4
01/12/2023;933,00;Zamora;Castilla y Leon;2023;T4
01/12/2023;934,00;Cáceres;Extremadura;2023;T4
01/12/2023;978,00;Badajoz;Extremadura;2023;T4
01/12/2023;993,00;León;Castilla y León;2023;T4
01/12/2023;1014,00;Lugo;Galicia;2023;T4
01/12/2023;1112,00;Palencia;Castilla y Leon;2023;T4
01/12/2023;1124,00;Albacete;Castilla la Mancha;2023;T4
01/12/2023;1143,00;Soria;Castilla y Leon;2023;T4
01/12/2023;1145,00;Ourense;Galicia;2023;T4
01/12/2023;1186,00;Murcia;Murcia;2023;T4
01/12/2023;1196,00;Almeria;Andalucia;2023;T4
01/12/2023;1213,00;Burgos;Castilla y Leon;2023;T4
01/12/2023;1221,00;Castellón;Comunitat Valenciana;2023;T4
01/12/2023;1231,00;Guadalajara;Castilla la Mancha;2023;T4
01/12/2023;1242,00;Córdoba;Andalucia;2023;T4
01/12/2023;1252,00;Segovia;Castilla y Leon;2023;T4
01/12/2023;1334,00;Salamanca;Castilla y Leon;2023;T4
01/12/2023;1346,00;A Coruña;Galicia;2023;T4
01/12/2023;1371,00;Gijón;Asturias;2023;T4
01/12/2023;1373,00;Valladolid;Castilla y Leon;2023;T4
01/12/2023;1394,00;Huelva;Andalucia;2023;T4
01/12/2023;1397,00;Granada;Andalucia;2023;T4
01/12/2023;1398,00;Valencia;Comunitat Valenciana;2023;T4
01/12/2023;1452,00;Zaragoza;Aragon;2023;T4
01/12/2023;1492,00;Huesca;Aragon;2023;T4
01/12/2023;1522,00;Tarragona;Cataluña;2023;T4
01/12/2023;1557,00;Sevilla;Andalucia;2023;T4
01/12/2023;1572,00;Cantabria;Cantabria;2023;T4
01/12/2023;1608,00;Pontevedra;Galicia;2023;T4
01/12/2023;1687,00;Pamplona;Navarra;2023;T4
01/12/2023;1802,00;Cádiz;Andalucia;2023;T4
01/12/2023;1934,00;Melilla;Melilla;2023;T4
01/12/2023;2055,00;Alicante;Comunitat Valenciana;2023;T4
01/12/2023;2187,00;Ceuta;Ceuta;2023;T4
01/12/2023;2259,00;Gerona;Cataluña;2023;T4
01/12/2023;2267,00;Vitoria-Gasteiz;Euskadi;2023;T4
01/12/2023;2279,00;Las Palmas;Canarias;2023;T4
01/12/2023;2555,00;Santa Cruz de Tenerife;Canarias;2023;T4
01/12/2023;2638,00;Barcelona;Cataluña;2023;T4
01/12/2023;2758,00;Bilbao;Euskadi;2023;T4
01/12/2023;3079,00;Malaga;Andalucia;2023;T4
01/12/2023;3505,00;Guipuzcoa;Euskadi;2023;T4
01/12/2023;4083,00;Palma de Mallorca;Baleares;2023;T4
01/12/2023;4524,00;Madrid;Madrid;2023;T4
01/11/2023;1800,00;Cádiz;Andalucia;2023;T4
01/11/2023;746,00;Ciudad Real;Castilla la Mancha;2023;T4
01/11/2023;823,00;Cuenca;Castilla la Mancha;2023;T4
01/11/2023;826,00;Jaén;Andalucia;2023;T4
01/11/2023;855,00;Toledo;Castilla la Mancha;2023;T4
01/11/2023;883,00;Ávila;Castilla y Leon;2023;T4
01/11/2023;912,00;Teruel;Aragon;2023;T4
01/11/2023;932,00;Cáceres;Extremadura;2023;T4
01/11/2023;935,00;Zamora;Castilla y Leon;2023;T4
01/11/2023;977,00;Badajoz;Extremadura;2023;T4
01/11/2023;990,00;León;Castilla y León;2023;T4
01/11/2023;1009,00;Lugo;Galicia;2023;T4
01/11/2023;1106,00;Palencia;Castilla y Leon;2023;T4
01/11/2023;1112,00;Albacete;Castilla la Mancha;2023;T4
01/11/2023;1113,00;Soria;Castilla y Leon;2023;T4
01/11/2023;1144,00;Ourense;Galicia;2023;T4
01/11/2023;1176,00;Murcia;Murcia;2023;T4
01/11/2023;1191,00;Almeria;Andalucia;2023;T4
01/11/2023;1213,00;Castellón;Comunitat Valenciana;2023;T4
01/11/2023;1219,00;Guadalajara;Castilla la Mancha;2023;T4
01/11/2023;1219,00;Burgos;Castilla y Leon;2023;T4
01/11/2023;1243,00;Córdoba;Andalucia;2023;T4
01/11/2023;1249,00;Segovia;Castilla y Leon;2023;T4
01/11/2023;1297,00;Lleida;Cataluña;2023;T4
01/11/2023;1322,00;Salamanca;Castilla y Leon;2023;T4
01/11/2023;1337,00;A Coruña;Galicia;2023;T4
01/11/2023;1363,00;Valladolid;Castilla y Leon;2023;T4
01/11/2023;1374,00;Gijón;Asturias;2023;T4
01/11/2023;1375,00;Granada;Andalucia;2023;T4
01/11/2023;1383,00;Huelva;Andalucia;2023;T4
01/11/2023;1392,00;Valencia;Comunitat Valenciana;2023;T4
01/11/2023;1437,00;Zaragoza;Aragon;2023;T4
01/11/2023;1469,00;Huesca;Aragon;2023;T4
01/11/2023;1518,00;Tarragona;Cataluña;2023;T4
01/11/2023;1566,00;Sevilla;Andalucia;2023;T4
01/11/2023;1571,00;Cantabria;Cantabria;2023;T4
01/11/2023;1616,00;Pontevedra;Galicia;2023;T4
01/11/2023;1656,00;Pamplona;Navarra;2023;T4
01/11/2023;1959,00;Melilla;Melilla;2023;T4
01/11/2023;2043,00;Alicante;Comunitat Valenciana;2023;T4
01/11/2023;2156,00;Ceuta;Ceuta;2023;T4
01/11/2023;2252,00;Gerona;Cataluña;2023;T4
01/11/2023;2256,00;Las Palmas;Canarias;2023;T4
01/11/2023;2267,00;Vitoria-Gasteiz;Euskadi;2023;T4
01/11/2023;2549,00;Santa Cruz de Tenerife;Canarias;2023;T4
01/11/2023;2634,00;Barcelona;Cataluña;2023;T4
01/11/2023;2746,00;Bilbao;Euskadi;2023;T4
01/11/2023;3051,00;Malaga;Andalucia;2023;T4
01/11/2023;3517,00;Guipuzcoa;Euskadi;2023;T4
01/11/2023;4049,00;Palma de Mallorca;Baleares;2023;T4
01/11/2023;4501,00;Madrid;Madrid;2023;T4
01/10/2023;1440,00;Zaragoza;Aragon;2023;T4
01/10/2023;1450,00;Huesca;Aragon;2023;T4
01/10/2023;2040,00;Alicante;Comunitat Valenciana;2023;T4
01/10/2023;4510,00;Madrid;Madrid;2023;T4
01/10/2023;751,00;Ciudad Real;Castilla la Mancha;2023;T4
01/10/2023;801,00;Cuenca;Castilla la Mancha;2023;T4
01/10/2023;821,00;Jaén;Andalucia;2023;T4
01/10/2023;851,00;Toledo;Castilla la Mancha;2023;T4
01/10/2023;884,00;Ávila;Castilla y Leon;2023;T4
01/10/2023;901,00;Teruel;Aragon;2023;T4
01/10/2023;922,00;Cáceres;Extremadura;2023;T4
01/10/2023;947,00;Zamora;Castilla y Leon;2023;T4
01/10/2023;977,00;Badajoz;Extremadura;2023;T4
01/10/2023;984,00;León;Castilla y León;2023;T4
01/10/2023;1006,00;Lugo;Galicia;2023;T4
01/10/2023;1103,00;Palencia;Castilla y Leon;2023;T4
01/10/2023;1105,00;Albacete;Castilla la Mancha;2023;T4
01/10/2023;1111,00;Soria;Castilla y Leon;2023;T4
01/10/2023;1134,00;Ourense;Galicia;2023;T4
01/10/2023;1168,00;Murcia;Murcia;2023;T4
01/10/2023;1202,00;Burgos;Castilla y Leon;2023;T4
01/10/2023;1203,00;Almeria;Andalucia;2023;T4
01/10/2023;1216,00;Castellón;Comunitat Valenciana;2023;T4
01/10/2023;1217,00;Guadalajara;Castilla la Mancha;2023;T4
01/10/2023;1237,00;Córdoba;Andalucia;2023;T4
01/10/2023;1238,00;Segovia;Castilla y Leon;2023;T4
01/10/2023;1297,00;Salamanca;Castilla y Leon;2023;T4
01/10/2023;1306,00;Lleida;Cataluña;2023;T4
01/10/2023;1331,00;A Coruña;Galicia;2023;T4
01/10/2023;1366,00;Granada;Andalucia;2023;T4
01/10/2023;1366,00;Valladolid;Castilla y Leon;2023;T4
01/10/2023;1368,00;Gijón;Asturias;2023;T4
01/10/2023;1383,00;Valencia;Comunitat Valenciana;2023;T4
01/10/2023;1384,00;Huelva;Andalucia;2023;T4
01/10/2023;1518,00;Tarragona;Cataluña;2023;T4
01/10/2023;1554,00;Sevilla;Andalucia;2023;T4
01/10/2023;1576,00;Cantabria;Cantabria;2023;T4
01/10/2023;1607,00;Pontevedra;Galicia;2023;T4
01/10/2023;1676,00;Pamplona;Navarra;2023;T4
01/10/2023;1798,00;Cádiz;Andalucia;2023;T4
01/10/2023;1947,00;Melilla;Melilla;2023;T4
01/10/2023;2171,00;Ceuta;Ceuta;2023;T4
01/10/2023;2233,00;Las Palmas;Canarias;2023;T4
01/10/2023;2235,00;Vitoria-Gasteiz;Euskadi;2023;T4
01/10/2023;2256,00;Gerona;Cataluña;2023;T4
01/10/2023;2499,00;Santa Cruz de Tenerife;Canarias;2023;T4
01/10/2023;2647,00;Barcelona;Cataluña;2023;T4
01/10/2023;2726,00;Bilbao;Euskadi;2023;T4
01/10/2023;3049,00;Malaga;Andalucia;2023;T4
01/10/2023;3498,00;Guipuzcoa;Euskadi;2023;T4
01/10/2023;4063,00;Palma de Mallorca;Baleares;2023;T4
01/09/2023;1210,00;Guadalajara;Castilla la Mancha;2023;T3
01/09/2023;1380,00;Huelva;Andalucia;2023;T3
01/09/2023;1450,00;Huesca;Aragon;2023;T3
01/09/2023;1500,00;Tarragona;Cataluña;2023;T3
01/09/2023;752,00;Ciudad Real;Castilla la Mancha;2023;T3
01/09/2023;797,00;Cuenca;Castilla la Mancha;2023;T3
01/09/2023;824,00;Jaén;Andalucia;2023;T3
01/09/2023;851,00;Toledo;Castilla la Mancha;2023;T3
01/09/2023;886,00;Ávila;Castilla y Leon;2023;T3
01/09/2023;909,00;Teruel;Aragon;2023;T3
01/09/2023;920,00;Cáceres;Extremadura;2023;T3
01/09/2023;942,00;Zamora;Castilla y Leon;2023;T3
01/09/2023;968,00;Badajoz;Extremadura;2023;T3
01/09/2023;977,00;León;Castilla y León;2023;T3
01/09/2023;1011,00;Lugo;Galicia;2023;T3
01/09/2023;1089,00;Palencia;Castilla y Leon;2023;T3
01/09/2023;1089,00;Soria;Castilla y Leon;2023;T3
01/09/2023;1095,00;Albacete;Castilla la Mancha;2023;T3
01/09/2023;1126,00;Ourense;Galicia;2023;T3
01/09/2023;1164,00;Murcia;Murcia;2023;T3
01/09/2023;1195,00;Burgos;Castilla y Leon;2023;T3
01/09/2023;1204,00;Castellón;Comunitat Valenciana;2023;T3
01/09/2023;1205,00;Almeria;Andalucia;2023;T3
01/09/2023;1223,00;Córdoba;Andalucia;2023;T3
01/09/2023;1227,00;Segovia;Castilla y Leon;2023;T3
01/09/2023;1301,00;Salamanca;Castilla y Leon;2023;T3
01/09/2023;1305,00;Lleida;Cataluña;2023;T3
01/09/2023;1314,00;A Coruña;Galicia;2023;T3
01/09/2023;1344,00;Valladolid;Castilla y Leon;2023;T3
01/09/2023;1357,00;Granada;Andalucia;2023;T3
01/09/2023;1363,00;Gijón;Asturias;2023;T3
01/09/2023;1372,00;Valencia;Comunitat Valenciana;2023;T3
01/09/2023;1437,00;Zaragoza;Aragon;2023;T3
01/09/2023;1525,00;Sevilla;Andalucia;2023;T3
01/09/2023;1563,00;Cantabria;Cantabria;2023;T3
01/09/2023;1604,00;Pontevedra;Galicia;2023;T3
01/09/2023;1649,00;Pamplona;Navarra;2023;T3
01/09/2023;1786,00;Cádiz;Andalucia;2023;T3
01/09/2023;1926,00;Melilla;Melilla;2023;T3
01/09/2023;2042,00;Alicante;Comunitat Valenciana;2023;T3
01/09/2023;2159,00;Ceuta;Ceuta;2023;T3
01/09/2023;2216,00;Las Palmas;Canarias;2023;T3
01/09/2023;2248,00;Vitoria-Gasteiz;Euskadi;2023;T3
01/09/2023;2257,00;Gerona;Cataluña;2023;T3
01/09/2023;2437,00;Santa Cruz de Tenerife;Canarias;2023;T3
01/09/2023;2665,00;Barcelona;Cataluña;2023;T3
01/09/2023;2737,00;Bilbao;Euskadi;2023;T3
01/09/2023;3037,00;Malaga;Andalucia;2023;T3
01/09/2023;3486,00;Guipuzcoa;Euskadi;2023;T3
01/09/2023;4034,00;Palma de Mallorca;Baleares;2023;T3
01/09/2023;4485,00;Madrid;Madrid;2023;T3
01/08/2023;1200,00;Guadalajara;Castilla la Mancha;2023;T3
01/08/2023;1320,00;A Coruña;Galicia;2023;T3
01/08/2023;3490,00;Guipuzcoa;Euskadi;2023;T3
01/08/2023;752,00;Ciudad Real;Castilla la Mancha;2023;T3
01/08/2023;790,00;Cuenca;Castilla la Mancha;2023;T3
01/08/2023;820,00;Jaén;Andalucia;2023;T3
01/08/2023;852,00;Toledo;Castilla la Mancha;2023;T3
01/08/2023;878,00;Ávila;Castilla y Leon;2023;T3
01/08/2023;911,00;Teruel;Aragon;2023;T3
01/08/2023;920,00;Cáceres;Extremadura;2023;T3
01/08/2023;948,00;Zamora;Castilla y Leon;2023;T3
01/08/2023;962,00;Badajoz;Extremadura;2023;T3
01/08/2023;979,00;León;Castilla y León;2023;T3
01/08/2023;1012,00;Lugo;Galicia;2023;T3
01/08/2023;1085,00;Soria;Castilla y Leon;2023;T3
01/08/2023;1098,00;Albacete;Castilla la Mancha;2023;T3
01/08/2023;1098,00;Palencia;Castilla y Leon;2023;T3
01/08/2023;1144,00;Ourense;Galicia;2023;T3
01/08/2023;1157,00;Murcia;Murcia;2023;T3
01/08/2023;1187,00;Castellón;Comunitat Valenciana;2023;T3
01/08/2023;1197,00;Almeria;Andalucia;2023;T3
01/08/2023;1199,00;Burgos;Castilla y Leon;2023;T3
01/08/2023;1205,00;Segovia;Castilla y Leon;2023;T3
01/08/2023;1213,00;Córdoba;Andalucia;2023;T3
01/08/2023;1285,00;Lleida;Cataluña;2023;T3
01/08/2023;1318,00;Salamanca;Castilla y Leon;2023;T3
01/08/2023;1341,00;Valladolid;Castilla y Leon;2023;T3
01/08/2023;1344,00;Granada;Andalucia;2023;T3
01/08/2023;1366,00;Valencia;Comunitat Valenciana;2023;T3
01/08/2023;1374,00;Gijón;Asturias;2023;T3
01/08/2023;1375,00;Huelva;Andalucia;2023;T3
01/08/2023;1435,00;Huesca;Aragon;2023;T3
01/08/2023;1443,00;Zaragoza;Aragon;2023;T3
01/08/2023;1489,00;Tarragona;Cataluña;2023;T3
01/08/2023;1531,00;Sevilla;Andalucia;2023;T3
01/08/2023;1548,00;Cantabria;Cantabria;2023;T3
01/08/2023;1599,00;Pontevedra;Galicia;2023;T3
01/08/2023;1663,00;Pamplona;Navarra;2023;T3
01/08/2023;1765,00;Cádiz;Andalucia;2023;T3
01/08/2023;1925,00;Melilla;Melilla;2023;T3
01/08/2023;2015,00;Alicante;Comunitat Valenciana;2023;T3
01/08/2023;2151,00;Ceuta;Ceuta;2023;T3
01/08/2023;2192,00;Las Palmas;Canarias;2023;T3
01/08/2023;2252,00;Gerona;Cataluña;2023;T3
01/08/2023;2266,00;Vitoria-Gasteiz;Euskadi;2023;T3
01/08/2023;2385,00;Santa Cruz de Tenerife;Canarias;2023;T3
01/08/2023;2671,00;Barcelona;Cataluña;2023;T3
01/08/2023;2738,00;Bilbao;Euskadi;2023;T3
01/08/2023;3002,00;Malaga;Andalucia;2023;T3
01/08/2023;3987,00;Palma de Mallorca;Baleares;2023;T3
01/08/2023;4488,00;Madrid;Madrid;2023;T3
01/07/2023;1010,00;Lugo;Galicia;2023;T3
01/07/2023;1200,00;Guadalajara;Castilla la Mancha;2023;T3
01/07/2023;2000,00;Alicante;Comunitat Valenciana;2023;T3
01/07/2023;2340,00;Santa Cruz de Tenerife;Canarias;2023;T3
01/07/2023;4450,00;Madrid;Madrid;2023;T3
01/07/2023;752,00;Ciudad Real;Castilla la Mancha;2023;T3
01/07/2023;788,00;Cuenca;Castilla la Mancha;2023;T3
01/07/2023;816,00;Jaén;Andalucia;2023;T3
01/07/2023;848,00;Toledo;Castilla la Mancha;2023;T3
01/07/2023;882,00;Ávila;Castilla y Leon;2023;T3
01/07/2023;901,00;Teruel;Aragon;2023;T3
01/07/2023;918,00;Cáceres;Extremadura;2023;T3
01/07/2023;947,00;Zamora;Castilla y Leon;2023;T3
01/07/2023;973,00;Badajoz;Extremadura;2023;T3
01/07/2023;981,00;León;Castilla y León;2023;T3
01/07/2023;1079,00;Albacete;Castilla la Mancha;2023;T3
01/07/2023;1081,00;Soria;Castilla y Leon;2023;T3
01/07/2023;1088,00;Palencia;Castilla y Leon;2023;T3
01/07/2023;1146,00;Ourense;Galicia;2023;T3
01/07/2023;1159,00;Murcia;Murcia;2023;T3
01/07/2023;1177,00;Castellón;Comunitat Valenciana;2023;T3
01/07/2023;1182,00;Almeria;Andalucia;2023;T3
01/07/2023;1203,00;Burgos;Castilla y Leon;2023;T3
01/07/2023;1211,00;Segovia;Castilla y Leon;2023;T3
01/07/2023;1212,00;Córdoba;Andalucia;2023;T3
01/07/2023;1283,00;Lleida;Cataluña;2023;T3
01/07/2023;1318,00;A Coruña;Galicia;2023;T3
01/07/2023;1323,00;Salamanca;Castilla y Leon;2023;T3
01/07/2023;1341,00;Granada;Andalucia;2023;T3
01/07/2023;1344,00;Valladolid;Castilla y Leon;2023;T3
01/07/2023;1359,00;Huelva;Andalucia;2023;T3
01/07/2023;1361,00;Gijón;Asturias;2023;T3
01/07/2023;1362,00;Valencia;Comunitat Valenciana;2023;T3
01/07/2023;1408,00;Huesca;Aragon;2023;T3
01/07/2023;1443,00;Zaragoza;Aragon;2023;T3
01/07/2023;1484,00;Tarragona;Cataluña;2023;T3
01/07/2023;1523,00;Sevilla;Andalucia;2023;T3
01/07/2023;1533,00;Cantabria;Cantabria;2023;T3
01/07/2023;1596,00;Pontevedra;Galicia;2023;T3
01/07/2023;1659,00;Pamplona;Navarra;2023;T3
01/07/2023;1749,00;Cádiz;Andalucia;2023;T3
01/07/2023;1908,00;Melilla;Melilla;2023;T3
01/07/2023;2162,00;Ceuta;Ceuta;2023;T3
01/07/2023;2175,00;Las Palmas;Canarias;2023;T3
01/07/2023;2238,00;Gerona;Cataluña;2023;T3
01/07/2023;2267,00;Vitoria-Gasteiz;Euskadi;2023;T3
01/07/2023;2687,00;Barcelona;Cataluña;2023;T3
01/07/2023;2732,00;Bilbao;Euskadi;2023;T3
01/07/2023;2964,00;Malaga;Andalucia;2023;T3
01/07/2023;3422,00;Guipuzcoa;Euskadi;2023;T3
01/07/2023;3973,00;Palma de Mallorca;Baleares;2023;T3
01/06/2023;1430,00;Zaragoza;Aragon;2023;T2
01/06/2023;2250,00;Gerona;Cataluña;2023;T2
01/06/2023;750,00;Ciudad Real;Castilla la Mancha;2023;T2
01/06/2023;786,00;Cuenca;Castilla la Mancha;2023;T2
01/06/2023;825,00;Jaén;Andalucia;2023;T2
01/06/2023;849,00;Toledo;Castilla la Mancha;2023;T2
01/06/2023;870,00;Ávila;Castilla y Leon;2023;T2
01/06/2023;912,00;Teruel;Aragon;2023;T2
01/06/2023;918,00;Cáceres;Extremadura;2023;T2
01/06/2023;958,00;Zamora;Castilla y Leon;2023;T2
01/06/2023;979,00;León;Castilla y León;2023;T2
01/06/2023;982,00;Badajoz;Extremadura;2023;T2
01/06/2023;1009,00;Lugo;Galicia;2023;T2
01/06/2023;1076,00;Albacete;Castilla la Mancha;2023;T2
01/06/2023;1076,00;Soria;Castilla y Leon;2023;T2
01/06/2023;1094,00;Palencia;Castilla y Leon;2023;T2
01/06/2023;1148,00;Ourense;Galicia;2023;T2
01/06/2023;1161,00;Murcia;Murcia;2023;T2
01/06/2023;1172,00;Almeria;Andalucia;2023;T2
01/06/2023;1179,00;Castellón;Comunitat Valenciana;2023;T2
01/06/2023;1197,00;Guadalajara;Castilla la Mancha;2023;T2
01/06/2023;1204,00;Burgos;Castilla y Leon;2023;T2
01/06/2023;1212,00;Córdoba;Andalucia;2023;T2
01/06/2023;1215,00;Segovia;Castilla y Leon;2023;T2
01/06/2023;1307,00;Lleida;Cataluña;2023;T2
01/06/2023;1319,00;A Coruña;Galicia;2023;T2
01/06/2023;1321,00;Salamanca;Castilla y Leon;2023;T2
01/06/2023;1338,00;Granada;Andalucia;2023;T2
01/06/2023;1342,00;Valladolid;Castilla y Leon;2023;T2
01/06/2023;1352,00;Gijón;Asturias;2023;T2
01/06/2023;1357,00;Valencia;Comunitat Valenciana;2023;T2
01/06/2023;1367,00;Huelva;Andalucia;2023;T2
01/06/2023;1415,00;Huesca;Aragon;2023;T2
01/06/2023;1501,00;Tarragona;Cataluña;2023;T2
01/06/2023;1503,00;Sevilla;Andalucia;2023;T2
01/06/2023;1538,00;Cantabria;Cantabria;2023;T2
01/06/2023;1599,00;Pontevedra;Galicia;2023;T2
01/06/2023;1667,00;Pamplona;Navarra;2023;T2
01/06/2023;1745,00;Cádiz;Andalucia;2023;T2
01/06/2023;1891,00;Melilla;Melilla;2023;T2
01/06/2023;1993,00;Alicante;Comunitat Valenciana;2023;T2
01/06/2023;2152,00;Ceuta;Ceuta;2023;T2
01/06/2023;2173,00;Las Palmas;Canarias;2023;T2
01/06/2023;2284,00;Vitoria-Gasteiz;Euskadi;2023;T2
01/06/2023;2307,00;Santa Cruz de Tenerife;Canarias;2023;T2
01/06/2023;2695,00;Barcelona;Cataluña;2023;T2
01/06/2023;2728,00;Bilbao;Euskadi;2023;T2
01/06/2023;2949,00;Malaga;Andalucia;2023;T2
01/06/2023;3394,00;Guipuzcoa;Euskadi;2023;T2
01/06/2023;3954,00;Palma de Mallorca;Baleares;2023;T2
01/06/2023;4392,00;Madrid;Madrid;2023;T2
01/05/2023;1340,00;Valladolid;Castilla y Leon;2023;T2
01/05/2023;1360,00;Huelva;Andalucia;2023;T2
01/05/2023;1410,00;Huesca;Aragon;2023;T2
01/05/2023;1880,00;Melilla;Melilla;2023;T2
01/05/2023;749,00;Ciudad Real;Castilla la Mancha;2023;T2
01/05/2023;781,00;Cuenca;Castilla la Mancha;2023;T2
01/05/2023;825,00;Jaén;Andalucia;2023;T2
01/05/2023;850,00;Toledo;Castilla la Mancha;2023;T2
01/05/2023;872,00;Ávila;Castilla y Leon;2023;T2
01/05/2023;904,00;Teruel;Aragon;2023;T2
01/05/2023;920,00;Cáceres;Extremadura;2023;T2
01/05/2023;961,00;Zamora;Castilla y Leon;2023;T2
01/05/2023;976,00;Badajoz;Extremadura;2023;T2
01/05/2023;981,00;León;Castilla y León;2023;T2
01/05/2023;1001,00;Lugo;Galicia;2023;T2
01/05/2023;1075,00;Soria;Castilla y Leon;2023;T2
01/05/2023;1076,00;Albacete;Castilla la Mancha;2023;T2
01/05/2023;1097,00;Palencia;Castilla y Leon;2023;T2
01/05/2023;1153,00;Murcia;Murcia;2023;T2
01/05/2023;1164,00;Ourense;Galicia;2023;T2
